,category,ttc
283,影劇、展覽,  汐止 長安 分館     NUM   月 聯合 主題 書展   性別 平等   內容   先天 生理 後天 社會 期待 差異   造就 當今社會 性別 認知   新北 市立 圖書館 汐止 分館   汐止 大同 分館   汐止 長安 分館   汐止 茄 苳 分館   汐止 江北 分館 舉辦 聯合 主題 書展   推廣 性別 平等 教育   破除 傳統 別刻 版 印象   增進 性別   平等     尊重   觀念 知識   
284,影劇、展覽,  新北 市立 圖書館 萬里 分館     NUM   月 主題 書展   繪本 花園 內容   新北 市立 圖書館 萬里 分館     NUM   月 主題 書展   繪本 花園   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 萬里 分館   書展 區   新北市 萬里 區 瑪 鋉 路   NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM   分機     NUM     書展 簡介   一頁 翻過 一頁   一頁 頁 精緻 繪圖 連成 故事   色彩繽紛 畫面 生動   不需 言語 傳即 意會   它將 激發 視覺   聽覺 思考 幻想 空間   繪本   畫 書   走入 繪本 世界 裡 流連忘返   書展 展示 期間 歡迎 借閱 
285,影劇、展覽,  新北 市立 圖書館 中 分 舘     NUM   月   性別 平等 主題 書展   主題 書展 內容   透過 主題 書展   推廣 性別 平等 教育   破除 傳統 性別 刻板 印象   增進 民眾 性別   平等     尊重   觀念 知識   使 每個 人 享有 公平 對待 發展 空間 機會   
286,影劇、展覽,  新北 市立 圖書館 永和 保 生分 舘     NUM   月   性別 平等   主題 書展 內容   透過 主題 書展   推廣 性別 平等 教育   破除 傳統 性別 刻板 印象   增進 民眾 性別   平等     尊重   觀念 知識   使 每個 人 享有 公平 對待 發展 空間 機會   
287,影劇、展覽,  新北 市立 圖書館 雙溪 分館   主題 書展   性別 平等 內容   性別 平等   世界   性別 平權   觀念 正在 翻轉     性別 平等     展示 日期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   展示 地點   雙溪 分館   閱 展區   太平路   NUM   號   NUM   樓   
288,影劇、展覽,  新北 市立 圖書館 三芝 分館   主題 書展   繪本 花園 內容   新北 市立 圖書館 三芝 分館   主題 書展   繪本 花園   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 三芝 分館   書展 區   新北市 三芝 區淡金路 一段   NUM   號   聯絡 電話     NUM       NUM       NUM       NUM     書展 簡介   配合 繪本 暑期 活動   展示 課程 相關 書單   學生 課堂 發揮 創意   亦 課後 學習 充實   書展 展示 期間 歡迎 借閱 
289,影劇、展覽,  新北 市立 圖書館 萬里 分館   主題 書展   盔甲 武士 昆蟲 進擊 內容   新北 市立 圖書館 萬里 分館   主題 書展   盔甲 武士 昆蟲 進擊   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 萬里 分館   書展 區   新北市 萬里 區 瑪 鋉 路   NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM   分機     NUM     書展 簡介   配合 甲蟲 暑期 活動   展示 課程 相關 書單   藉由 閱讀 拓展 視野   圖鑑   故事 增加 學童 昆蟲 瞭解   書展 展示 期間 歡迎 借閱 
290,影劇、展覽,  新北 市立 圖書館 金山 分館   主題 書展   繪本 花園 內容   新北 市立 圖書館 金山 分館   主題 書展   繪本 花園   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 金山 分館   書展 區   新北市 金山區 龜子山   NUM   號   聯絡 電話     NUM       NUM       NUM   分機   NUM     書展 簡介   配合 繪本 暑期 活動   展示 課程 相關 書單   學生 課堂 發揮 創意   亦 課後 學習 充實   書展 展示 期間 歡迎 借閱 
291,影劇、展覽,  新北 市立 圖書館 雙溪 分館   兒童書   ENG   暑假 書展   快樂   ENG   內容   快樂   ENG     由小處 著手   關心 家庭   社區   學校   從大處 著眼   關懷 國家 世界   具備 國際 視野   語言 能力 學習 語言 目的   具備 各項 事務 關懷   活用 已 具備 語言 能力   展示 日期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   展示 地點   雙溪 分館   閱 展區   太平路   NUM   號   NUM   樓   
292,影劇、展覽,  新北 市立 圖書館 石門 分館   主題 書展   繪本 花園 內容   新北 市立 圖書館 石門 分館   主題 書展   繪本 花園   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 石門 分館   書展 區   新北市 石門 區 中央 路   NUM       NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM     書展 簡介   配合 繪本 暑期 活動   展示 課程 相關 書單   學生 課堂 發揮 創意   亦 課後 學習 充實   書展 展示 期間 歡迎 借閱 
293,影劇、展覽,  新北 市立 圖書館 淡水 水碓 分館     NUM   月   男女有別   尊重   主題 書展 內容   男女有別   尊重   主題 書展   時間     NUM       NUM       NUM       NUM     地點   淡水 水碓 分館   NUM   樓 圖書室   淡水區 中山北路 一段   NUM   號   電話     NUM       NUM       NUM   分機   NUM     簡介   男女有別   一個 耳熟能詳 成語   問題 男女 兩性間 差異   本次 書展 準備 相關 書籍 了解 男女 間 差異   尊重 建立 和諧 關係   
294,影劇、展覽,  NUM   幸福 新北   藝遊 樹林   系列 展覽     NUM   月 展覽 主題   墨墨 耕耘   稜 線 畫會 會員 聯展   內容   成 立於   NUM   年   葉旭生 老師 指導   稜 線 意涵 創作 理念   稜 線 皴法 技法   結合 理念 相同 道友 共同 研修 畫藝   提供 觀摩 互動 平台   分享 作品 創作 成長 喜悅   本次 展覽 作品 涵蓋 山水 花鳥   每幅 作品 細細品味   發現 作者 創作 用心   希望 透過 本次 展覽   畫風 技法   分享 視覺 饗宴   竭誠歡迎 踴躍 蒞臨 欣賞   
295,影劇、展覽,夢想 斑駁   九份 昇平 戲院 修復 工程 紀錄片 內容   九份 昇平 戲院 建於 昭和   NUM   年     NUM     日治 時期 起即 表演 場所   民國   NUM   年 再次 改建   成為 礦業 繁榮 興盛 九份 山城 民眾 最佳 休閒 娛樂場所   民國   NUM   年代 後   九份 礦業 蕭條   人口 流失   戲院 經營 隨之 沉寂   民國   NUM   年 結束 營業   往昔   歌舞昇平   亦 走入 歷史   本片 忠實 記錄 昇平 戲院 藉由 歷史 考證 復舊 修復   重新 呈現 民國   NUM   年代 風貌 歷程   藉由 現代 建築 技術 補強   使 昇平 戲院 符合 當代 藝文 展演 活動 需求   保存 臺灣 礦業 發展 文化 記憶   成為 九份 地區 藝文 推廣 據點   
296,休閒,山城 遇見 愛 內容   來自 臺灣 南部 少女   偶然 邂逅 金瓜石 青年 因緣際會 下來 此地 日本 男子   透過 外地人 當地人 視角   共同 譜 金瓜石 蘊含 記憶 情感 動人 篇章   
297,影劇、展覽,  NUM   月份 懷舊 國片   溜溜 內容   鳳飛飛   鍾鎮濤 主演 愛情喜劇   鳳飛飛 飾演 富家女 潘文琦 逃家 鄉下 姑婆 家 散心   遇見 出差 顧大剛   鍾鎮濤 飾   二人 相處 後   好感   陰錯陽差 兩人   發展   
298,休閒,  蘆洲 集賢 分館   閱讀   ENG   一夏   幸福 陪讀   學習 相伴   暑假 陪讀 活動 內容     辦理 期間     NUM   年   NUM   月   NUM   日       NUM   月   NUM   日     辦理   NUM   場     辦理 地點   新北 市立 圖書館 蘆洲 集賢 分館   NUM   樓 研習 教室     辦理 地址   新北市 蘆洲 區 集賢 路   NUM   號   NUM   樓     活動 對象   國 小學 童   弱勢 學童 優先 錄取     報名 電話     NUM       NUM       NUM       NUM       報名 方式     NUM   月   NUM   日   NUM       NUM   報名   臨櫃   電話     NUM       NUM   月   NUM   日至   NUM   月   NUM   日 開放 低收   中低收入   高風險   身心 障礙   弱勢 原住民 學童 優先 報名 參加     NUM       NUM   月   NUM   日至   NUM   月   NUM   日 開放 學童 報名 及後補 名額 報名     每日 活動 結束 後     NUM   小時 課後 陪 讀寫 寒假作業 學童   弱勢 學童 證明 取 領取 幸福 餐券   NUM   元     報名 人數   限   NUM   位   每堂 課程 皆 視為 單一 活動   須 分開 接受 報名     活動 課程     NUM       NUM         NUM       NUM       NUM       NUM       NUM       NUM         NUM       NUM       NUM       NUM       NUM       NUM         NUM       NUM       NUM       NUM       NUM       NUM         NUM       NUM       NUM       NUM       NUM       NUM         NUM       NUM       NUM       NUM     奇幻 故事 科學   ENG     電影 小 公主 蘇菲亞   新 住民 文化   電影   奇幻 故事 科學   ENG     故事     ENG     神秘 圖書館   普   認識 越南 文化     ENG     英雄 天團   普   故事     ENG     書名   埃及 王子   書名   哈利波 特   神秘 魔法石   老師   尹思霞   台灣 國際 家庭 互助 協會   老師   尹思霞 
299,教育,  新北 市立 圖書館 板橋 分館   幸福 閱讀   學習 相伴   樂讀 假期 內容     活動 日期     NUM   年   NUM   月   NUM   日至   NUM   月   NUM   日     活動 時間   週二 週五 下午   NUM   時至   NUM   時     NUM   小時 暑假作業     NUM   小時 主題 活動     活動 地點   板橋 分館     NUM   樓     活動 對象   國 小學 童   低收入 戶   中低收入 戶   身心 障礙 社會局 轉介 高風險 學童 優先 受理     報名 方式   收取   NUM   名 名額     NUM       NUM   年   NUM   月   NUM   日 報名   額滿 為止   臨櫃 報名 電洽     NUM       NUM       NUM       NUM   年   NUM   月   NUM   日至   NUM   月   NUM   日 弱勢 學童   低收入 戶   中低收入 戶及 社會局 轉介 高風險 學童   優先 報名     NUM       NUM   年   NUM   月   NUM   日起   開放 學童 報名     NUM     報名 後 需 取消 最 晚須 活動 前 二天 告知   將名 額 釋放 候補 學童     備註   每日 活動 結束   參與 學童 依據 弱勢 學童 證明 領取 幸福 餐券     課程內容     NUM       NUM     小小 海洋 世界   立體 沙畫     NUM       NUM       怪獸   遊戲 繪本     NUM       NUM     打造 一座 小小 城市   趣味 手作     NUM       NUM     動物 一起 旅行   可愛 相框 書     NUM       NUM     爸爸 真 偉大   卡片   ENG       NUM       NUM     最 喜歡   繪本 創作     NUM       NUM     夏天 好 好玩   繪本 造型師     NUM       NUM     秘密 小 花園   剪 剪貼 貼 圖畫書   
300,教育,  新北 市立 圖書館 淡水 分館   樂齡 講座   北京 最強 行程 全攻略 內容   週二 樂齡 日 講座   北京 最強 行程 全攻略   時間     NUM       NUM         NUM       NUM       NUM       NUM     地點   淡水 分館   NUM   樓 多功能 活動室   淡水區 文化路   NUM   號   電話     NUM       NUM       NUM   分機   NUM       NUM     講師   克里斯   李   簡介   專業 導遊 克里斯   李   精選   NUM   條 北京地鐵 旅行 路線   經典 美食   生活   達人 旅行   感受 天子 腳下 生活 北京 人   備註   無須 報名   免費入場   參加 講座 提供 公務人員   教職人員 及志工 研習 時數   
301,影劇、展覽,  ENG   大戲院 成果   練建宏 導演 系列 作品 內容   練建宏   現任 赤兔 影像 製作 有限公司 編導   擔任 大學 兼任 講師   短片   熱線   NUM       毛毛雨   入圍 國內外 影展   歡迎 昇平 戲院 欣賞 精彩 好戲   熱線   NUM     阿尾 一名 分配 身心 障礙 科 服勤 替代 役     阿尾 怪力亂神 許多 故事   當作 生活 一部分   毛毛雨   阿紙   羅密歐   水蜜桃 三人 打算 水蜜桃 肚子 裡的 孩子   送給 知情 蔡   怎料 這場 以為 萬無一失 仙人跳 計畫 出包   水蜜桃 蔡殺   
302,公告,  NUM   年   NUM   月份 泰山區 衛生所 辦理 癌症 篩檢 活動 時間 內容   日期     NUM   年   NUM   月   NUM   日   星期二   上午   NUM   點   NUM   分 下午   NUM   點   NUM   分   地點   泰山區 衛生所   
303,文藝,  NUM       NUM         NUM       NUM     弦 樂之音 弦 樂團     NUM   弦 樂之音 年度 音樂會   內容   弦 樂之音 每年 城市 舉辦 年度 音樂會   邀請 獨奏 教學 經驗豐富 老師   帶領 學員 紮實 練習   呈現 集訓 淬鍊 而出 音樂會   此次 特別 邀請 蘇 正途 教授 擔任 指揮   余道昌 老師 擔任 獨奏   大師 交流   擴展 學生 眼界   希望 人 欣賞 音樂 美好   索票 處   新北市 新莊 文化 藝術 中心   服務 臺   新北市 藝文 中心     ENG     NUM   服務 臺   府 中   NUM   動畫 故事 館     NUM   樓 服務 臺     NUM       NUM   開放 索票   本場 次 提供 電子 索票   請 逕自 上網     ENG       ENG       ENG     索取   索完 為止   洽詢 專線   弦 樂之音 弦 樂團   NUM       NUM   
304,影劇、展覽,  新北 市立 圖書館 貢寮 分館     NUM   月 電影 爆米花 內容   貢寮 分館     NUM   月 電影 爆米花   播映 時間     NUM       NUM     播映 地點   貢寮 分館     NUM   樓 視聽室   新北市 貢寮 區 仁愛路   NUM   號   NUM   樓   洽詢 電話     NUM       NUM       NUM       NUM       逆風 飛翔   普     NUM   分     NUM       NUM       太陽 劇團 奇幻 世界   普     NUM   分     NUM       NUM       天外飛來 一隻 豬   普     NUM   分     NUM       NUM       魔 蹤 傳奇   換鹽記   普     NUM   分     NUM       NUM       藍色 小精靈   普     NUM   分   卡通動畫 加註   免費 自由 入場 
